query_text,application_type,spec_json
Analyze harmful algal bloom hab support in the North Atlantic from 2025-06 to 2025-07 pressure up to 2000 dbar using adjusted/delayed-mode data only.,harmful_algal_bloom_hab_support,"{'application_type': 'harmful_algal_bloom_hab_support', 'region_mode': 'named', 'region_name': 'North Atlantic', 'time_mode': 'range', 'start': '2025-06-01', 'end': '2025-07-28', 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 2000, 'qc_policy': 'prefer_adjusted', 'required_variables': [], 'derived_indicators': []}"
"Compute ocean acidification ph anomaly in bbox lon[-80,0] lat[0,65] during 2024 down to 200m including real-time data (warn on low QC).",ocean_acidification_ph_anomaly,"{'application_type': 'ocean_acidification_ph_anomaly', 'region_mode': 'bbox', 'bbox': [-80, 0, 0, 65], 'time_mode': 'year', 'year': 2024, 'depth_mode': 'max_depth_m', 'max_depth_m': 200, 'qc_policy': 'mixed_with_warnings', 'required_variables': [], 'derived_indicators': []}"
Compute data sufficiency coverage report in the Indian Ocean during 2022 pressure up to 2000 dbar including real-time data (warn on low QC).,data_sufficiency_coverage_report,"{'application_type': 'data_sufficiency_coverage_report', 'region_mode': 'named', 'region_name': 'Indian Ocean', 'time_mode': 'year', 'year': 2022, 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 2000, 'qc_policy': 'mixed_with_warnings', 'required_variables': [], 'derived_indicators': []}"
"Estimate hurricane ocean initialization metrics in bbox lon[-80,0] lat[0,65] from 2022-07 to 2022-09 pressure up to 200 dbar using adjusted/delayed-mode data only.",hurricane_ocean_initialization_metrics,"{'application_type': 'hurricane_ocean_initialization_metrics', 'region_mode': 'bbox', 'bbox': [-80, 0, 0, 65], 'time_mode': 'range', 'start': '2022-07-01', 'end': '2022-09-28', 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 200, 'qc_policy': 'prefer_adjusted', 'required_variables': ['TEMP', 'SAL', 'PRES'], 'derived_indicators': ['upper_ocean_heat_content_proxy', 'mld', 'stratification']}"
"Summarize ocean acidification ph anomaly in bbox lon[-80,0] lat[0,65] from 2022-10 to 2022-11 pressure up to 2000 dbar including real-time data (warn on low QC).",ocean_acidification_ph_anomaly,"{'application_type': 'ocean_acidification_ph_anomaly', 'region_mode': 'bbox', 'bbox': [-80, 0, 0, 65], 'time_mode': 'range', 'start': '2022-10-01', 'end': '2022-11-28', 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 2000, 'qc_policy': 'mixed_with_warnings', 'required_variables': [], 'derived_indicators': []}"
Find floats/profiles in the Indian Ocean from 2024-01 to 2024-03 that match: profiles near eddy-like features.,semantic_retrieval_floats_profiles,"{'application_type': 'semantic_retrieval_floats_profiles', 'region_mode': 'named', 'region_name': 'Indian Ocean', 'time_mode': 'range', 'start': '2024-01-01', 'end': '2024-03-28', 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 200, 'qc_policy': 'prefer_adjusted', 'required_variables': [], 'derived_indicators': []}"
Compute data sufficiency coverage report in the Indian Ocean from 2021-05 to 2021-07 down to 1000m using adjusted/delayed-mode data only.,data_sufficiency_coverage_report,"{'application_type': 'data_sufficiency_coverage_report', 'region_mode': 'named', 'region_name': 'Indian Ocean', 'time_mode': 'range', 'start': '2021-05-01', 'end': '2021-07-28', 'depth_mode': 'max_depth_m', 'max_depth_m': 1000, 'qc_policy': 'prefer_adjusted', 'required_variables': [], 'derived_indicators': []}"
"Compute thermocline depth index in bbox lon[-70,20] lat[-60,0] from 2021-10 to 2021-12 down to 2000m including real-time data (warn on low QC).",thermocline_depth_index,"{'application_type': 'thermocline_depth_index', 'region_mode': 'bbox', 'bbox': [-70, 20, -60, 0], 'time_mode': 'range', 'start': '2021-10-01', 'end': '2021-12-28', 'depth_mode': 'max_depth_m', 'max_depth_m': 2000, 'qc_policy': 'mixed_with_warnings', 'required_variables': [], 'derived_indicators': []}"
Report explainability provenance report in the North Atlantic during 2022 pressure up to 2000 dbar including real-time data (warn on low QC).,explainability_provenance_report,"{'application_type': 'explainability_provenance_report', 'region_mode': 'named', 'region_name': 'North Atlantic', 'time_mode': 'year', 'year': 2022, 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 2000, 'qc_policy': 'mixed_with_warnings', 'required_variables': [], 'derived_indicators': []}"
"Compute ocean heat content time series in bbox lon[20,120] lat[-50,25] during 2020 down to 700m including real-time data (warn on low QC).",ocean_heat_content_timeseries,"{'application_type': 'ocean_heat_content_timeseries', 'region_mode': 'bbox', 'bbox': [20, 120, -50, 25], 'time_mode': 'year', 'year': 2020, 'depth_mode': 'max_depth_m', 'max_depth_m': 700, 'qc_policy': 'mixed_with_warnings', 'required_variables': ['TEMP', 'PRES'], 'derived_indicators': ['OHC_0_700', 'OHC_0_2000']}"
"Report explainability provenance report in bbox lon[-70,20] lat[-60,0] during 2020 down to 700m using adjusted/delayed-mode data only.",explainability_provenance_report,"{'application_type': 'explainability_provenance_report', 'region_mode': 'bbox', 'bbox': [-70, 20, -60, 0], 'time_mode': 'year', 'year': 2020, 'depth_mode': 'max_depth_m', 'max_depth_m': 700, 'qc_policy': 'prefer_adjusted', 'required_variables': [], 'derived_indicators': []}"
"Investigate oil spill transport forecast inputs in bbox lon[-70,20] lat[-60,0] during 2022 pressure up to 1000 dbar using adjusted/delayed-mode data only.",oil_spill_transport_forecast_inputs,"{'application_type': 'oil_spill_transport_forecast_inputs', 'region_mode': 'bbox', 'bbox': [-70, 20, -60, 0], 'time_mode': 'year', 'year': 2022, 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 1000, 'qc_policy': 'prefer_adjusted', 'required_variables': [], 'derived_indicators': []}"
Compute harmful algal bloom hab support in the South Atlantic from 2020-06 to 2020-07 pressure up to 2000 dbar using adjusted/delayed-mode data only.,harmful_algal_bloom_hab_support,"{'application_type': 'harmful_algal_bloom_hab_support', 'region_mode': 'named', 'region_name': 'South Atlantic', 'time_mode': 'range', 'start': '2020-06-01', 'end': '2020-07-28', 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 2000, 'qc_policy': 'prefer_adjusted', 'required_variables': [], 'derived_indicators': []}"
"Analyze explainability provenance report in bbox lon[-70,20] lat[-60,0] from 2024-02 to 2024-03 down to 1000m using adjusted/delayed-mode data only.",explainability_provenance_report,"{'application_type': 'explainability_provenance_report', 'region_mode': 'bbox', 'bbox': [-70, 20, -60, 0], 'time_mode': 'range', 'start': '2024-02-01', 'end': '2024-03-28', 'depth_mode': 'max_depth_m', 'max_depth_m': 1000, 'qc_policy': 'prefer_adjusted', 'required_variables': [], 'derived_indicators': []}"
Investigate float trajectory spatiotemporal track in the South Atlantic from 2020-03 to 2020-05 down to 200m including real-time data (warn on low QC).,float_trajectory_spatiotemporal_track,"{'application_type': 'float_trajectory_spatiotemporal_track', 'region_mode': 'named', 'region_name': 'South Atlantic', 'time_mode': 'range', 'start': '2020-03-01', 'end': '2020-05-28', 'depth_mode': 'max_depth_m', 'max_depth_m': 200, 'qc_policy': 'mixed_with_warnings', 'required_variables': [], 'derived_indicators': []}"
Investigate explainability provenance report in the South Atlantic during 2020 pressure up to 200 dbar including real-time data (warn on low QC).,explainability_provenance_report,"{'application_type': 'explainability_provenance_report', 'region_mode': 'named', 'region_name': 'South Atlantic', 'time_mode': 'year', 'year': 2020, 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 200, 'qc_policy': 'mixed_with_warnings', 'required_variables': [], 'derived_indicators': []}"
"Compute explainability provenance report in bbox lon[-80,0] lat[0,65] during 2025 down to 1000m using adjusted/delayed-mode data only.",explainability_provenance_report,"{'application_type': 'explainability_provenance_report', 'region_mode': 'bbox', 'bbox': [-80, 0, 0, 65], 'time_mode': 'year', 'year': 2025, 'depth_mode': 'max_depth_m', 'max_depth_m': 1000, 'qc_policy': 'prefer_adjusted', 'required_variables': [], 'derived_indicators': []}"
"Investigate anomaly detection core temperature salinity in bbox lon[20,120] lat[-50,25] from 2024-10 to 2024-11 pressure up to 1000 dbar using adjusted/delayed-mode data only.",anomaly_detection_core_temperature_salinity,"{'application_type': 'anomaly_detection_core_temperature_salinity', 'region_mode': 'bbox', 'bbox': [20, 120, -50, 25], 'time_mode': 'range', 'start': '2024-10-01', 'end': '2024-11-28', 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 1000, 'qc_policy': 'prefer_adjusted', 'required_variables': [], 'derived_indicators': []}"
"Estimate hurricane ocean initialization metrics in bbox lon[20,120] lat[-50,25] from 2022-01 to 2022-02 pressure up to 200 dbar including real-time data (warn on low QC).",hurricane_ocean_initialization_metrics,"{'application_type': 'hurricane_ocean_initialization_metrics', 'region_mode': 'bbox', 'bbox': [20, 120, -50, 25], 'time_mode': 'range', 'start': '2022-01-01', 'end': '2022-02-28', 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 200, 'qc_policy': 'mixed_with_warnings', 'required_variables': ['TEMP', 'SAL', 'PRES'], 'derived_indicators': ['upper_ocean_heat_content_proxy', 'mld', 'stratification']}"
Report harmful algal bloom hab support in the Indian Ocean during 2021 down to 200m using adjusted/delayed-mode data only.,harmful_algal_bloom_hab_support,"{'application_type': 'harmful_algal_bloom_hab_support', 'region_mode': 'named', 'region_name': 'Indian Ocean', 'time_mode': 'year', 'year': 2021, 'depth_mode': 'max_depth_m', 'max_depth_m': 200, 'qc_policy': 'prefer_adjusted', 'required_variables': [], 'derived_indicators': []}"
Report explainability provenance report in the South Atlantic from 2022-08 to 2022-09 pressure up to 1000 dbar including real-time data (warn on low QC).,explainability_provenance_report,"{'application_type': 'explainability_provenance_report', 'region_mode': 'named', 'region_name': 'South Atlantic', 'time_mode': 'range', 'start': '2022-08-01', 'end': '2022-09-28', 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 1000, 'qc_policy': 'mixed_with_warnings', 'required_variables': [], 'derived_indicators': []}"
Report oxygen minimum zone extent in the South Atlantic from 2021-05 to 2021-06 down to 700m including real-time data (warn on low QC).,oxygen_minimum_zone_extent,"{'application_type': 'oxygen_minimum_zone_extent', 'region_mode': 'named', 'region_name': 'South Atlantic', 'time_mode': 'range', 'start': '2021-05-01', 'end': '2021-06-28', 'depth_mode': 'max_depth_m', 'max_depth_m': 700, 'qc_policy': 'mixed_with_warnings', 'required_variables': [], 'derived_indicators': []}"
Estimate hurricane ocean initialization metrics in the South Atlantic during 2025 down to 1000m including real-time data (warn on low QC).,hurricane_ocean_initialization_metrics,"{'application_type': 'hurricane_ocean_initialization_metrics', 'region_mode': 'named', 'region_name': 'South Atlantic', 'time_mode': 'year', 'year': 2025, 'depth_mode': 'max_depth_m', 'max_depth_m': 1000, 'qc_policy': 'mixed_with_warnings', 'required_variables': ['TEMP', 'SAL', 'PRES'], 'derived_indicators': ['upper_ocean_heat_content_proxy', 'mld', 'stratification']}"
Report explainability provenance report in the South Atlantic from 2020-06 to 2020-08 down to 700m including real-time data (warn on low QC).,explainability_provenance_report,"{'application_type': 'explainability_provenance_report', 'region_mode': 'named', 'region_name': 'South Atlantic', 'time_mode': 'range', 'start': '2020-06-01', 'end': '2020-08-28', 'depth_mode': 'max_depth_m', 'max_depth_m': 700, 'qc_policy': 'mixed_with_warnings', 'required_variables': [], 'derived_indicators': []}"
"Compute ocean heat content time series in bbox lon[20,120] lat[-50,25] during 2024 pressure up to 1000 dbar including real-time data (warn on low QC).",ocean_heat_content_timeseries,"{'application_type': 'ocean_heat_content_timeseries', 'region_mode': 'bbox', 'bbox': [20, 120, -50, 25], 'time_mode': 'year', 'year': 2024, 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 1000, 'qc_policy': 'mixed_with_warnings', 'required_variables': ['TEMP', 'PRES'], 'derived_indicators': ['OHC_0_700', 'OHC_0_2000']}"
Investigate data sufficiency coverage report in the South Atlantic during 2024 pressure up to 200 dbar using adjusted/delayed-mode data only.,data_sufficiency_coverage_report,"{'application_type': 'data_sufficiency_coverage_report', 'region_mode': 'named', 'region_name': 'South Atlantic', 'time_mode': 'year', 'year': 2024, 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 200, 'qc_policy': 'prefer_adjusted', 'required_variables': [], 'derived_indicators': []}"
"Investigate search and rescue drift support in bbox lon[-70,20] lat[-60,0] during 2021 pressure up to 1000 dbar including real-time data (warn on low QC).",search_and_rescue_drift_support,"{'application_type': 'search_and_rescue_drift_support', 'region_mode': 'bbox', 'bbox': [-70, 20, -60, 0], 'time_mode': 'year', 'year': 2021, 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 1000, 'qc_policy': 'mixed_with_warnings', 'required_variables': [], 'derived_indicators': []}"
Analyze mixed layer depth index in the South Atlantic during 2022 pressure up to 1000 dbar including real-time data (warn on low QC).,mixed_layer_depth_index,"{'application_type': 'mixed_layer_depth_index', 'region_mode': 'named', 'region_name': 'South Atlantic', 'time_mode': 'year', 'year': 2022, 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 1000, 'qc_policy': 'mixed_with_warnings', 'required_variables': [], 'derived_indicators': []}"
Analyze data sufficiency coverage report in the South Atlantic during 2024 pressure up to 2000 dbar using adjusted/delayed-mode data only.,data_sufficiency_coverage_report,"{'application_type': 'data_sufficiency_coverage_report', 'region_mode': 'named', 'region_name': 'South Atlantic', 'time_mode': 'year', 'year': 2024, 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 2000, 'qc_policy': 'prefer_adjusted', 'required_variables': [], 'derived_indicators': []}"
"Report oxygen minimum zone extent in bbox lon[-70,20] lat[-60,0] during 2022 pressure up to 200 dbar using adjusted/delayed-mode data only.",oxygen_minimum_zone_extent,"{'application_type': 'oxygen_minimum_zone_extent', 'region_mode': 'bbox', 'bbox': [-70, 20, -60, 0], 'time_mode': 'year', 'year': 2022, 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 200, 'qc_policy': 'prefer_adjusted', 'required_variables': [], 'derived_indicators': []}"
Analyze ocean acidification ph anomaly in the Indian Ocean during 2024 down to 700m including real-time data (warn on low QC).,ocean_acidification_ph_anomaly,"{'application_type': 'ocean_acidification_ph_anomaly', 'region_mode': 'named', 'region_name': 'Indian Ocean', 'time_mode': 'year', 'year': 2024, 'depth_mode': 'max_depth_m', 'max_depth_m': 700, 'qc_policy': 'mixed_with_warnings', 'required_variables': [], 'derived_indicators': []}"
"Investigate data sufficiency coverage report in bbox lon[-80,0] lat[0,65] during 2021 pressure up to 2000 dbar including real-time data (warn on low QC).",data_sufficiency_coverage_report,"{'application_type': 'data_sufficiency_coverage_report', 'region_mode': 'bbox', 'bbox': [-80, 0, 0, 65], 'time_mode': 'year', 'year': 2021, 'depth_mode': 'max_pressure_dbar', 'max_pressure_dbar': 2000, 'qc_policy': 'mixed_with_warnings', 'required_variables': [], 'derived_indicators': []}"
Summarize explainability provenance report in the South Atlantic during 2024 down to 700m including real-time data (warn on low QC).,explainability_provenance_report,"{'application_type': 'explainability_provenance_report', 'region_mode': 'named', 'region_name': 'South Atlantic', 'time_mode': 'year', 'year': 2024, 'depth_mode': 'max_depth_m', 'max_depth_m': 700, 'qc_policy': 'mixed_with_warnings', 'required_variables': [], 'derived_indicators': []}"
"Find floats/profiles in bbox lon[-70,20] lat[-60,0] during 2024 that match: high salinity anomalies.",semantic_retrieval_floats_profiles,"{'application_type': 'semantic_retrieval_floats_profiles', 'region_mode': 'bbox', 'bbox': [-70, 20, -60, 0], 'time_mode': 'year', 'year': 2024, 'depth_mode': 'max_depth_m', 'max_depth_m': 1000, 'qc_policy': 'mixed_with_warnings', 'required_variables': [], 'derived_indicators': []}"
